text,emotion,label
Enrique Marquez: I got rifles for San Bernardino killer,neutral,REAL
Project Veritas: Scott Foval Reveals Who Was Really Behind the Romney 47% Video,neutral,FAKE
Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,neutral,FAKE
Family of Armed Robbery Suspect Outraged Pizza Hut Employee Shot & Killed Their Son,anger,FAKE
Abortion bill dropped amid concerns of female GOP lawmakers,fear,REAL
'Racist and sexist’ complaints against Aussie lamb advert rejected,disgust,FAKE
Outsider campaigns seek inside track,neutral,REAL
Pentagon Seeks Another $6 Billion for Overseas Troop Deployments,neutral,FAKE
The Most Interesting Chart In The World – Part 2,surprise,FAKE
"Spy Scandals, Globalism and the Betrayal of America",disgust,FAKE
John Oliver’s Smear Tactics Exposed As Establishment Propaganda,fear,FAKE
Can Sanders' millennials switch to Clinton?,neutral,REAL
Bernie Sanders Has Strength Among White Men Pinched By The Economy,neutral,REAL
Standing Rock Indian Reservation: Thousands Of Wild Buffalo Appear Out Of Nowhere,neutral,FAKE
Western “Culture” is Wrecking Entire Continents,disgust,FAKE
"Scalia, Thomas & Alito have totally lost it: The complete and utter incoherence of the conservative Supreme Court justices",neutral,REAL
ISIS: Mortal Threat Or Paper Tiger?,neutral,FAKE
Someone left a funny note asking the postman to move a spider,joy,FAKE
"In rare foreign trip, Assad flies to Moscow to meet with Putin",neutral,REAL
Former ‘Apprentice’ contestant accuses Trump of groping her during job meeting,disgust,REAL
Hispanic Crowd Boos Marco Rubio off Stage,neutral,FAKE
High Court Judges looking for a Truss to support them. More soon.,neutral,FAKE
"Trump's lean campaign machine relying mostly on donor cash, not his own",neutral,REAL
P. Parenthood Chief Goes Toe-to-Toe with Attackers,fear,REAL
New Poll: Americans Feel Less Safe After 15 Years Of War,joy,FAKE
"If Clinton Campaign Believes WikiLeaks Emails Are Forged, Why Don’t They Prove It!?",anger,FAKE
Justice Department Launches Civil Rights Probe Of Baltimore Police,anger,REAL
Obama Meets Boy After Deplorable Trump Fans Attack His Wheelchair When He’s Removed From Rally,anger,FAKE
“Honor Our Immigrant Veterans” Replayed,neutral,FAKE
Laura Ingraham: The Trump betrayal by Republican elites won't soon be forgotten,anger,REAL
Trump Supporter Jailed for Trying to Rig the Election By Committing Voter Fraud,anger,FAKE
"Sanders wins in Wisconsin, keeping alive his improbable bid for the nomination",neutral,REAL
The unexpected and ingenious strategy of Obama's second term,surprise,REAL
Help Blow Up the Globalists Plot to Steal the Presidency- Make This Go Viral,anger,FAKE
Biggest Election Fraud In History Discovered In The United States,fear,FAKE
South Carolina primary brings high stakes for Marco Rubio and Jeb Bush,neutral,REAL
Duterte Calls US Admin ‘Monkeys’ for Halting Arms Sales,anger,FAKE
"Slow start for program to reduce vets' waits at Veterans Affairs facilities, offer private medical care",neutral,REAL
Malaysia to Buy Ships From China in Another Blow to US Regional Dominance,anger,FAKE
Vladimir Putin Condemns Europe for Upholding Child Rape (Video) - Ricky Twisdale,disgust,FAKE
Is This A New Escalation? BLACK Chemtrails Reported Around The World!,surprise,FAKE
BREAKING : Trump BEATING “Federal Investigation Hillary” by 4% in Michigan’s Absentee Voting – TruthFeed,neutral,FAKE
Harry Reid: Obama to Name Scalia Replacement in 3 Weeks,neutral,REAL
"Amid campaign troubles, Trump blasts Clinton as 'world-class liar'",anger,REAL
"Mitt Romney: Donald Trump is a 'phony, a fraud'",disgust,REAL
'We the People' is at risk: Why America needs civics education,fear,REAL
"‘Like Warsaw ghetto’: Attendees attacked, surrounded at Israeli speaker event at London university",anger,FAKE
"Comment on St. Charles Borromeo, Patron Saint of Catechists and Seminarians by jose",neutral,FAKE
NSA program reportedly helped US gather evidence against North Korea in Sony hack,fear,REAL
"Donald Trump triumphs in Michigan and Mississippi. Onward, reality show junkies",neutral,REAL
"What happens to delegates won by Rubio, other ex-candidates?",neutral,REAL
Sniff your underarms and tell us if you stink...,disgust,FAKE
Must Watch: When People Laughed At Donald Trump And Anyone Who Said He Would Win,joy,FAKE
"Mired in third, Marco Rubio prepares for a long, drawn-out Republican race",neutral,REAL
Comment on Facebook Daughter’s Day Hoax Is A Sign Of The Times by para kazanmak,neutral,FAKE
The Last Confirmation Bias Test of This Election,neutral,FAKE
Donald Trump v Bernie Sanders: confusion reigns over possible debate,fear,REAL
Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary,fear,FAKE
North Dakota Police Arrest Over 140 Pipeline Protesters,anger,FAKE
Paul: Christie embraces Obamacare,neutral,REAL
Ooh Fuck,surprise,FAKE
"The American Way: Socialism for the Rich, Free Enterprise for the Rest",neutral,FAKE
BREAKING: Trump Rushed Off Stage After Alleged Gunman Found in Rally Audience,fear,FAKE
"FBI Assistant Director Goes Rogue, Stabs Hillary in the Back on National TV",neutral,FAKE
Photo of the day: Miss Russia at the international beauty contest in Tokyo,joy,FAKE
Congressional auditors: VA health care is high-risk,fear,REAL
"Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’",neutral,FAKE
"Iowa’s Des Moines Register endorses Clinton, Rubio",neutral,REAL
Economic Nationalism: Alternative To Globalism,neutral,FAKE
Experts Just Uncovered The Top Secret Server Trump Uses To Talk To Russia,neutral,FAKE
White House looks to scientists to sell Iran deal,neutral,REAL
GOP debate: 's Reality Check Team inspects claims,neutral,REAL
Travel: Conor McGregor’s Guide To New York,neutral,FAKE
Lawmakers Who Have Forgotten Iraq Insist They're Right About Iran,neutral,REAL
"Kiev officials forced to declare incomes, Ukrainians threaten revolt",fear,FAKE
Congress and its 'outsiders': The critical struggle over who is really in charge,neutral,REAL
"Walnuts Are Drugs, Says FDA",neutral,FAKE
Hotel CEO Caught Celebrating Using Government to Make Airbnb Illegal So They Can Price Gouge,disgust,FAKE
Sanders: Democratic Party hasn't been fair to me,sadness,REAL
"Bobby Jindal, raised Hindu, uses story of Christian conversion to woo evangelicals for potential 2016 bid",neutral,REAL
Conservatives in a meltdown: National Review’s confused “Against Trump” issue is an amazing testament to the right’s implosion,fear,REAL
"Reinventing Democracy in America Starts by Voting, Then Building an Accountability Movement",neutral,FAKE
PressTV-Huge blast kills 47 in Pakistan's Balochistan,fear,FAKE
"What is an ""income"" tax and where did it come from? NOT the 16th Amendment!",neutral,FAKE
Will Latino loathing of Trump drive a voter movement to swing the election?,neutral,REAL
Drudge goes all in for Trump,anger,REAL
New Study Shows Riots Make America Conservative,neutral,REAL
21 dead at Radison Blu hotel in Mali,sadness,REAL
The Reopening Of The Clinton Email Investigation Is More GOP Hype Over Nothing,neutral,FAKE
"Anti-terrorism crackdowns may have spurred attackers, Belgian prosecutor says",fear,REAL
"United States – reformation or fracture?, by Thierry Meyssan",fear,FAKE
British PM Refuses To Withdraw Support For Saudi Arabia,sadness,FAKE
Editorial: Presidential stakes are high for nuclear arsenal - The Boston Globe,neutral,REAL
Proof God is on Duterte’s Side!,neutral,FAKE
"Obama, Erdogan Discuss Need for Close Cooperation to Counter Daesh",neutral,FAKE
Voter Dreading Being Sent Over To Visibly Stupid Poll Worker - The Onion - America's Finest News Source,neutral,FAKE
North Korea Threatens ‘Sacred’ Nuclear War Against Israel if this country continue supporting ISIS,fear,FAKE
Magnificent Jellyfish Gardens Purify The Water While Growing Food,joy,FAKE
Here's why creating single-payer health care in America is so hard,neutral,REAL
Why Koch and Republican donor network won’t back Trump (+video),neutral,REAL
The Iran Deal and the Cost of Political Polarization | RealClearPolitics,neutral,REAL
A Book Too Dangerous To Read,fear,FAKE
Gowdy reveals subpoena Clinton claims she 'never had',neutral,REAL
"Walgreens to close 200 stores, boost cost cutting",sadness,REAL
"This Will END Hillary’s Campaign, HILLARY CLINTON IS GOING DOWN",sadness,FAKE
"US Officials, FBI See No Link Between Trump and Russia",neutral,FAKE
‘They Don’t Speak For Me’ — Evangelical PhD SLAMS Religious Right Leaders Supporting Trump,neutral,FAKE
Teacher sickout closes most Detroit schools Monday,sadness,REAL
Anyone from the family who can understand what I speak will be appointed as UP CM: Mulayam Singh,neutral,FAKE
"Unsurprisingly, this Ku Klux Klan leaflet has a spelling mistake",surprise,FAKE
"American Dream, Revisited",neutral,FAKE
Lynch's delayed confirmation vote,sadness,REAL
Benny Morris’s Untenable Denial of the Ethnic Cleansing of Palestine,neutral,FAKE
Cloudy economy rains on Obama's parade,neutral,REAL
GOOGLE head Eric Schmidt's secret strategic plan for election...,surprise,FAKE
"High school, middle school kids now use more e-cigs than tobacco: CDC",neutral,REAL
"Sanders focuses on gun violence, immigration as 13,000 attend Arizona rally",neutral,REAL
What happened to Carly Fiorina's presidential hopes? (+video),surprise,REAL
"Cruz dominates, Trump falls short again as more states pick delegates",neutral,REAL
"Racism is “America’s original sin”: Unless we tell the truth about our history, we’ll never find the way to reconciliation",disgust,REAL
Kevin McCarthy is a total dope: This bumbling yahoo is about to be second in line to the presidency,neutral,REAL
Kp Message 10-30-16… “A Few Things”,neutral,FAKE
Top Clinton aide Mills reportedly walks out of FBI interview about emails,sadness,REAL
'America Has Lost' in the Philippines as Duterte Calls for Alliance with Russia and China - Pepe Escobar,sadness,FAKE
California's Death Penalty: Mike Ramos v. Kevin Cooper and Proposition 62,anger,FAKE
The quiet global crisis that scares the State Department,fear,REAL
Camden Yards briefly closed off as Freddie Gray protests intensify in Baltimore,fear,REAL
8 Things Congress Actually Did This Year,neutral,REAL
Olivia Newton John's Daughter Is Vocal About Plastic Surgery Addiction...Here Are the Family Photos She Doesn't Show - Independent Journal Review,sadness,FAKE
Cahill vs. Kalma Debut Album Out Now!,joy,FAKE
Comment on FBI: No link between Trump and Russian government by Christian Zionist,neutral,FAKE
"""Top Five Clinton Donors Are Jewish"" - How Anti-Semitic Is This Fact?",disgust,FAKE
Why Congress Doesn't Really Worry About What Most Americans Think,neutral,REAL
Russia And Syria Blamed For Idlib Bombing Hoax,anger,FAKE
FBI Sources believe Clinton Foundation case is “likely moving toward an indictment”,fear,FAKE
"Trump wins presidency, defeats Clinton in historic election upset",neutral,REAL
"On The Streets Of Baltimore, Trying To Understand The Anger",anger,REAL
Where’s the partisan polarization on abortion?,neutral,REAL
Mike Pence Is Fine With Trump Sexual Assault But Offended By Voter Suppression,anger,FAKE
Learning Horrors of War from Vets,fear,FAKE
"Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits",fear,FAKE
Some Early Voters: Changing their Minds,neutral,FAKE
20 Foods That Naturally Unclog Arteries and Prevent Heart Attacks,neutral,FAKE
Condell: America’s Moment Of Truth,neutral,FAKE
SATAN 2: Russia unvelis an image of its terrifying new ‘SUPERNUKE’ – Western world takes notice,fear,FAKE
Russia Calls Downing Of Its Plane A 'Planned Provocation',fear,REAL
9th baby dies after heart surgery at a Florida hospital,sadness,REAL
RI's YouTube Channel Tops 100 Thousand Subscribers and 60 Million Views - Damir Marinovich,surprise,FAKE
Comment on Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign? by marlene,neutral,FAKE
Dems open convention without Wasserman Schultz,neutral,REAL
America at the Crossroads: Abrogation of Democracy,anger,FAKE
"Upcoming proposal in Congress for military action must strike Goldilocks-esq, 'just right' tone",neutral,REAL
Pope brings message of brotherly love to Philadelphia,neutral,REAL
Voters' dilemma: What happens if it's Hillary vs. Trump?,neutral,REAL
Trump Gives 6 Reasons To Vote For Him,neutral,FAKE
NY Times: Trump Supporters are Threatening a ‘Violent Revolution’ if Hillary Wins,fear,FAKE
Five Filipino hostages freed by Somali pirates reunite with families,neutral,FAKE
"Guy Fawkes, The Gun Powder Plot & How False Flags Have Shaped History",fear,FAKE
"I'm a black ex-cop, and this is the real truth about race and policing",neutral,REAL
This astonishing chart shows how moderate Republicans are an endangered species,surprise,REAL
Ted Cruz tackles the Wall Street Journal,neutral,REAL
Cory Booker on how America's criminal justice system destroys the American dream,anger,REAL
Re: Rights? In The New America You Don’t Get Any Rights!,anger,FAKE
OPEC Fails to Agree as U.S. Energy Industry Ramps Up,sadness,FAKE
Trump’s audacious Southern spectacle is part of his strategy,neutral,REAL
WW3 Nuclear War Drills World War 3 To Start In Ukraine,fear,FAKE
Facebook user wastes two hours sharing things to impress his insurance company,neutral,FAKE
"250,000-year-old artifact: The ultimate evidence of ‘Ancient Astronaut’ technology?",neutral,FAKE
Expert: ISIL 'highly likely' to launch gas attack in London,fear,REAL
Obama to Propose Protecting 1.4 Million Acres of Arctic Refuge,neutral,REAL
"SHOCK STATEMENT: Anthony Weiner SPEAKS, Drops LEGAL NUKE On Hillary",disgust,FAKE
Trump Tower Surrounded By Dump Trucks In Anticipation Of Violence,fear,FAKE
"AT&T-Time Warner Merger To Expand Corporate, State Control Of Media",neutral,FAKE
Fox News has no shame: Easily duped wingnuts spout phony science and climate-change lies,disgust,REAL
Racist Sign Calls For Lynching Black People To Prevent Them From Getting Equal Rights,anger,FAKE
"House OKs bill blocking Planned Parenthood funds, amid shutdown worries",fear,REAL
Debate: NATO's eastward expansion,neutral,FAKE
State of the Union recap: Obama sells optimism to nervous nation,fear,REAL
Tony Blair suggests a second referendum to reverse Brexit,fear,FAKE
Selected Not Elected: The Election Has Been Stolen,sadness,FAKE
"Clinton, Trump at First Debate: Was It All America Expected?",surprise,REAL
Harry Reid endorses Chuck Schumer to succeed him as Senate Democratic leader,neutral,REAL
How Scalia's death could change Supreme Court and Election 2016,fear,REAL
What Trump Will Never Understand About Immigrants,neutral,REAL
Baltimore protests: Crowds stand firm after curfew,fear,REAL
VIDEO COMPILATION: Pundits and Politicians Insist Donald Trump Cannot Win Election,anger,FAKE
"Santorum talks 2016, minimum wage increase",neutral,REAL
Kurds Worried Turkey Will Stab Them in the Back as They Fight ISIS,fear,FAKE
"Vicar sacked over orgies, hookers & porn after wife exposes his double life",disgust,FAKE
I live in Iran. Here's how sanctions have shaped my life.,neutral,REAL
Make America Vote Again,neutral,FAKE
Russia begins airstrikes in Syria; U.S. warns of new concerns in conflict,fear,REAL
Tens of Thousands of Police Expected for Funeral of Slain Officer,sadness,REAL
Walker’s anti-union law has labor reeling in Wisconsin,fear,REAL
With a bullet: Oil prices headed to the basement,surprise,REAL
WikiLeaks List Exposes At Least 65 Corporate ‘Presstitutes’ Who Colluded to Hide Clinton’s Crimes,disgust,FAKE
"Ted Cruz, the master strategist, was no match for Trump's cult of personality",neutral,REAL
"Ashutosh attempts suicide at protest rally, rescued while proofreading suicide note",sadness,FAKE
"Obama seeks to end sequester cuts, raise spending caps in budget plan",neutral,REAL
Rieder: Why Stephanopoulos flap matters,neutral,REAL
Netanyahu Defeats Center-Left Rival In Israel's Parliamentary Election,disgust,REAL
Why We Wait For The Future,neutral,FAKE
U.S. militia girds for trouble as presidential election nears,fear,FAKE
Continental Gold,neutral,FAKE
Political hatefest: Why the media—and the candidates—are dragging down the campaign,anger,REAL
Comment on A Chinese Boy With The Ability To See In Pitch Black Dark Baffles Scientists (Video) by Adpres Media - Adpres.net,neutral,FAKE
Three reasons political polarization is here to stay,neutral,REAL
Badass Patriot Has MASSIVE Surprise For Thieves Who Stole His Trump Sign,anger,FAKE
Can Libertarian nominees Gary Johnson and Bill Weld siphon votes from Trump?,neutral,REAL
"The Supreme Court Case That Could Gut Obamacare, Explained In 2 Minutes",neutral,REAL
FBI Officials: No Link Between Donald Trump and Putin…,neutral,FAKE
The Democratic Debate Clock: Which Issues Got The Most Time,neutral,REAL
Protesters target Trump buildings in massive street rallies,anger,REAL
Election 2016: Open Thread,neutral,FAKE
FBI PANIC! Hillary LIES In First Press Conference While A LEAKED PHOTO From Her Airplane Reveals The Truth,surprise,FAKE
McConnell plan moves Senate closer to deal on Homeland Security funding,neutral,REAL
Louis Farrakhan (Nation of Islam) agrees with Donald Trump about the need for extreme vetting of Muslim immigrants,neutral,FAKE
Michael Moore Owes Me $4.99,neutral,FAKE
Baking Soda & Coconut Oil Can Kill Cancer: Eye-Opening Evidence,neutral,FAKE
Comment on 65 US ‘journalists’ at a private dinner with Hillary Clinton’s team and John Podesta by Debbie Menon,neutral,FAKE
"OCTOBER GUN SALES SEE MASSIVE SPIKE, SET YET ANOTHER RECORD",neutral,FAKE
BREAKING: White House Abandons TPP & TTIP,neutral,FAKE
Soros Paid Al Gore MILLIONS to Push ‘Aggressive US Action’ on Global Warming,anger,FAKE
Facebook Faces High Profile Lawsuit Regarding Facial Recognition Technology ‘DeepFace’,fear,FAKE
Only 3 Countries Left Without a ROTHSCHILD Central Bank,neutral,FAKE
Chattanooga shooting proves it's time to arm our Armed Forces,neutral,REAL
"Names of Oregon victims released, range in age from 18 to 67",neutral,REAL
"BUSTED! Pro-Trump PAC Rep Admits To Voter Suppression Campaign Targeting Blacks, Suburban Mothers",anger,FAKE
Debate fact-check: Hillary Clinton and Donald Trump's claims reviewed,neutral,REAL
Kentucky Clerk's Office Issues Same-Sex Marriage License,neutral,REAL
The map is tough for any Republican. It’s completely daunting for Donald Trump.,fear,REAL
"White House makes formal veto threat against Keystone, ACA bills",fear,REAL
Nonduality and the Consciousness of 'Things' - Thich Nhat Hanh,neutral,FAKE
Why do people on the other side seem so unreasonable?,anger,REAL
The Republican Party ruined conservatism long before Trump: Why they still don’t get it,neutral,REAL
Obamacare is Meant to Fail in Order to Usher in Government-Run Socialist Health Care,neutral,FAKE
"Megyn Kelly Special: Trump defends tone, says bid will be ‘complete waste’ if he doesn’t win",anger,REAL
"Donald Trump’s grandfather ran Canadian brothel during gold rush, author says",neutral,FAKE
At least nine protesters arrested after St. Louis police shooting,anger,REAL
Workplace Violence or Terrorism? CA Massacre Probe Unfolds,fear,REAL
"I’m with Hillary in November: Listen up, fellow Bernie supporters — you must get behind Clinton to stop Donald Trump",fear,REAL
CodeSOD: The Wisdom of the Ancients,neutral,FAKE
U.S. provides options for drawdown of forces in Afghanistan amid ISIS fears,fear,REAL
The Media Ignores the Good News On Climate Change,disgust,FAKE
The NRA-ification of the Republican Party,neutral,REAL
"University of Missouri, please immediately fire employees who taunted media",anger,REAL
Trump &amp; Clinton Were Very Convincing...on How Lousy the Other One Is,sadness,REAL
"Meteor, space junk, rocket? Mysterious flash hits Siberia",neutral,FAKE
Democrats see map and math working to their advantage in 2016 Senate races,neutral,REAL
Hillary Clinton doesn't need to choose between a reassuring campaign and progressive policies,neutral,REAL
"Airstrikes Move To Syria, Target More Than Just ISIS",neutral,REAL
Top US lawmakers strike deal to fast-track trade deals,neutral,REAL
"Leftist Hypocrisy On “Peace, Love, And Equality” BRUTALLY Exposed",anger,FAKE
Future Obamacare Costs Keep Falling,neutral,REAL
"Yes, Bernie Sanders is not a Democrat — and Hillary represents the very worst of the party",disgust,REAL
ISIS Genocide: Will US Back Up Its Tough Talk?,fear,REAL
Gary Johnson can’t name a single foreign leader. Can we stop pretending he’s a real alternative now?,anger,REAL
More Than 1 Million ‘Check In’ On Facebook To Support The Standing Rock Sioux,neutral,FAKE
"Clinton camp issues clarification on deleted emails, claims ‘every’ message was reviewed",neutral,REAL
America's Trump supporters may be lured to Florida and walled in by US government to maintain peaceful transfer of power after election.,neutral,FAKE
There’s nothing suspicious about Trump’s accusers coming forward weeks before the election,fear,REAL
Re: Vladimir Putin,neutral,FAKE
"FBI Found ""Tens Of Thousands Of Emails"" Belonging To Huma Abedin On Weiner's Laptop",neutral,FAKE
Who won the debate?,neutral,REAL
Rachel Dolezal has a right to be black (Opinion),neutral,REAL
Tennessee Children with Brittle Bones Suffer in State Care as Mom Charged with SBS,sadness,FAKE
Donald Trump May Have Broken The Law To Avoid Paying Federal Income Taxes,neutral,FAKE
Who will Hillary Clinton’s ‘basket of deplorables’ comment actually alienate?,neutral,REAL
U.S. officials: No known threat in wake of Paris attack,fear,REAL
Bad News For Jackson Family As Woman Leaks Star’s Sick $900k Sex Secret,sadness,FAKE
FBI debunks Hillary's Conspiracy Theory: Trump is NOT a Russian Agent,neutral,FAKE
Megyn Kelly Finally Reveals The Details Of Ailes’ Sexual Harrassment,disgust,FAKE
"‘Most wanted’ drug baron hands himself in, says life on the run ‘got too much’",neutral,FAKE
State Polls: Trump Gains DRAMATICALLY | Daily Wire,neutral,FAKE
Johnson & Johnson Loses Yet Another Multimillion Dollar Case Over Baby Powder,sadness,FAKE
Former US Attorney for DC: New Hillary Email Probe Was Result of ‘Revolt’ Inside FBI,fear,FAKE
The Daily 202: Ted Cruz’s war with Matt Drudge could become a huge problem for his campaign,fear,REAL
Why A Vote For An Establishment Candidate Could Be A Vote For Trump In N.H.,neutral,REAL
"U.S. is hitting Islamic State 'harder than ever,' Obama says",fear,REAL
House Republicans Plan Secret Meeting To Discuss Overthrowing Paul Ryan,anger,FAKE
Inside the war on coal,disgust,REAL
Pope Francis delivers message of 'hope and healing' in address to Congress,neutral,REAL
Scientists Claim That “Most Cancer Research Is Largely A Fraud”,anger,FAKE
Stop poisoning the race debate: How “respectability politics” rears its ugly head — again,disgust,REAL
NATO calls for more troops for face-off against Putin,fear,FAKE
"Sorry, Piers, but Joe Walsh just laid claim to the ‘Musket’ nickname with his post-election call to arms",sadness,FAKE
Biden Explains Why Hillary Set Up Her Email Server (This Doesn’t Help Her),neutral,FAKE
Trump Victory Necessary to Get US Into World War?,fear,FAKE
"When Nobody Returns: Palestinians Show They are People, Too",neutral,FAKE
The Trump Recession: He’s linked himself to potential economic calamity with Brexit stance,fear,REAL
"Tesla, ‘World’s Safest Car,’ Explodes Like a Bomb",fear,FAKE
Read the Open Letter By Former Federal Prosecutors Criticizing James Comey,anger,FAKE
Do you think there will be as many doom sayers if trump should get in office ?,neutral,FAKE
Al Shabaab calls for attack on Mall of America in new video,fear,REAL
"‘Beyonce, Jay Z, Hillary Clinton – You Don’t Represent All Blacks, Women’",neutral,FAKE
The Wild Ideas You Missed While Donald Trump Was Talking,neutral,REAL
Saudi Arabia says farewell to King Abdullah,sadness,REAL
Supreme Court rules gay couples nationwide have a right to marry,neutral,REAL
"Insiders: Rubio wins, Kasich bombs",neutral,REAL
CONFIRMED: Russia deploys Kuznetsov aircraft carrier to defend Syrian coast,fear,FAKE
"Media blackout as hundreds of black teens attack Temple U. students, police, a horse",fear,FAKE
The 6 most important parts of Donald Trump's energy policy,neutral,REAL
"Area Liberal No Longer Recognizes Fanciful, Wildly Inaccurate Mental Picture Of Country He Lives In - The Onion - America's Finest News Source",joy,FAKE
When Charlottesville Was Nuked,disgust,FAKE
Comment on Seattle council member proposes a MASSIVE fee hike for pot shops by Steven Broiles,neutral,FAKE
‘We The People’ Against Tyranny: Seven Principles For Free Government,neutral,FAKE
Republican Mark Kirk Just Lost His Race Against Tammy Duckworth With A Single Racist Comment (VIDEO),neutral,FAKE
Russophobia: War Party Propaganda    : Information,fear,FAKE
A collection of thoughts about American foreign policy,neutral,FAKE
Scalia lies in repose at Supreme Court,disgust,REAL
For the Record's week in review: Trump's list of accusers grows,neutral,REAL
What history tells us about the health of presidents and candidates,neutral,REAL
Solar-powered Pipe desalinates 1.5 billion gallons of drinking water a year for California,neutral,FAKE
"PHARRELL WILLIAMS BEGS WOMEN TO VOTE HILLARY: SHE’S DISHONEST, BUT SO ARE YOU",disgust,FAKE
NBA Team Cancels Anthem Singer After She Tries Wearing Controversial Race Shirt Onto Court,sadness,FAKE
Comment on Canadian Air Force Pilot Snaps A Pic Of A UFO During Flight by Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials – Collective Evolution,neutral,FAKE
NBC's Baghdad Bob: There Is No FBI Investigation of Hillary | Frontpage Mag,neutral,FAKE
"Sorry, America, but Trump Can Actually Win",sadness,REAL
President al-Assad: United States and its Western allies are to blame for failure of latest ceasefire,anger,FAKE
Astronomers Think They Have Just Discovered Messages Sent from Aliens,neutral,FAKE
Att’y General Loretta Lynch Pleads The 5th When Asked Questions About Obama’s Iran Ransom Payment,neutral,FAKE
Trump University 'playbooks' offer glimpse of ruthless business practices,anger,REAL
Syria casts shadows on 2016 Dems,fear,REAL
It’s Going to Change RADICALLY With Silver – HUGE Demand Coming | Cliff High,neutral,FAKE
Wisconsin primary: 5 things to watch,neutral,REAL
Trump is closer to what most Republicans believe than the ‘establishment’ candidates are,neutral,REAL
The Worst Takes Of 2016 Election: An Unforgiving Retrospective,disgust,FAKE
Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,fear,FAKE
WW3 averted? Putin congratulates Trump! [Video],joy,FAKE
Clinton takes the fight to Trump,neutral,REAL
"Re: Former Congressman Joe Walsh: “If Trump Loses, I’m Grabbing My Musket”",fear,FAKE
An open letter to Donald Trump from Ari Fleischer: Five things you need to do now,neutral,REAL
BREAKING : Wikileaks Reveals More Clinton “Quid Pro Quo” – Bill Meets With Saudi Prince in D.C.,neutral,FAKE
"Comment on Hillary Clinton failed to disclose $400,000 in pricey presents, private jets and vacations gifted to Bill by Hillary Clinton failed to disclose $400,000 in pricey presents, private jets and vacations gifted to Bill — Fellowship of the Minds | kommonsentsjane",sadness,FAKE
GAY TRUMP SUPPORTERS getting death threats from gay people who support a candidate who receives multi-million dollar contributions from countries that execute gays,fear,FAKE
The math is with Hillary: She’s surging in the polls — and many Republicans are in denial,neutral,REAL
Noam Chomsky and Ralph Nader Recently Had Their First Public Conversation (Video),joy,FAKE
The Week That Hillary Clinton 2016 Speculation Moved From Trickle To Stream,fear,REAL
Boehner's big week,surprise,REAL
Top Clinton Ally Caught Accepting $20k Foreign Donation,disgust,FAKE
What is going on with WikiLeaks?,neutral,FAKE
Solar Storm Alert,neutral,FAKE
The Circus of Liars - America's Three Rings of Evil Clowns,neutral,FAKE
Bernie's not-so-secret-weapon,neutral,REAL
Belgian police mount raids; prosecutors acknowledge missed opportunities,sadness,REAL
VA secretary apologizes for misstating military service to homeless veteran,sadness,REAL
Ron Paul to Trump: Don't Listen to Neocons!,fear,FAKE
Trump campaign shake-up,fear,REAL
"Republican convention speakers: Ivanka, Newt",neutral,REAL
Congress clears $1.8 trillion tax and spending bills,neutral,REAL
5 things to watch in tonight’s debate,neutral,REAL
Romney tears into GOP for not criticizing Trump,anger,REAL
How presidents manipulate the media and the public,anger,REAL
Fact Check: Trump Is Right that Clinton Might Cause WW3,neutral,FAKE
The White House insists it has a plan to fight Islamic State and that it’s working,neutral,REAL
"Profits & Profiteers – Big Banks, Price Fixing, Profiteering – 30% Price Hike -Poor Farmers – 1940s",sadness,FAKE
Hillary’s “Big Tent” is Obama’s “Grand Bargain” on Steroids,neutral,FAKE
John McCain: NSA Phone Surveillance Program Is Necessary,fear,REAL
Charlie Hebdo attack: Three terrorists killed in raids,sadness,REAL
"PayPal Founder Blasts ""Corrupt Media, Intolerant Left"", Defends Trump",anger,FAKE
Donald Trump and the Disabled Reporter: The whole truth and not the spin put on by the media.,neutral,FAKE
Campaign finance laws may be making political polarization worse by encouraging ‘purist’ donors.,disgust,REAL
"Terrorism Threat: Trump is Right — Profile, Profile, Profile",fear,FAKE
Why Are Some More Altruistic Than Others? Woman Who Nearly Lost Life In Car Crash Attempts To Find Out,sadness,FAKE
Sources: Hillary Clinton to launch presidential campaign on Sunday,neutral,REAL
Will Hillary Clinton Get America Back on Track?,neutral,FAKE
"Defense Bill Would Put 100,000 Untraceable Guns On Streets",neutral,REAL
The Quasi-Legal Coup-Hillary Clinton Information Operations In Election 2016,anger,FAKE
HAPPENING: FBI Reopens Case Against Aggro Granny After New Emails Discovered!,joy,FAKE
"Protesting Donald Trump’s Election, Not Wars, Surveillance, or Deportations",anger,REAL
"Teacher To 11 yr Old: 'I Can't Wait Until Trump Is Elected,He's Going To Deport All You Muslims'",fear,FAKE
Trump on Clinton: 'She took a short-circuit in the brain',disgust,REAL
Obama’s Definition of “High Integrity”,neutral,FAKE
Tonopah Test Range Google Earth imagery 7/22/2016,neutral,FAKE
Australia to hunt down anti-vax nurses and prosecute them for disobeying the medical police state,anger,FAKE
